,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
1139,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: fund lab experiments in the impact of low pH and  higher temperature on eggs/larval survival. ",5,,,,,
1140,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries.

Adaptive anticipatory action: scale up research of observed effects to the population level through modelling.",5,,,,,
1141,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: examine trend in recruitment and how these relate to ocean acidification and temperature to provide better models ",5,,,,,
1142,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower ocean pH, increased seawater temperature directly impacting on reproductive physiology and growth of fish and therefore sustainability of fisheries. 

Adaptive anticipatory action: look for geographic analogues that are already subject to low pH and higher fishing temperatures",5,,,,,
1143,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Changed ocean currents and temperatures and stratification impacts on the dispersal and survival of fish eggs and larvae - impact on fish recruitment and fisheries . 

Adaptive anticipatory action: monitor trends in fish recruitment and plankton",5,,,,,
1144,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,x,,,x,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Changed ocean currents and temperatures and stratification impacts on the dispersal and survival of fish eggs and larvae - impact on fish recruitment and fisheries.

 Adaptive anticipatory action: fund research into mechanisms and early life stages and thereby develop better predictive models",5,,,,,
1145,GC & RH,UK,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Changed ocean currents and temperatures and stratification impacts on the dispersal and survival of fish eggs and larvae - impact on fish recruitment and fisheries. 
 
Adaptive anticipatory action: set lower exploitation limits/quotas if suspect the stock is vulnerable",5,,,,,
1146,GC & RH,UK,CC,Research,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Changed ocean currents and temperatures and stratification impacts on the dispersal and survival of fish eggs and larvae - impact on fish recruitment and fisheries. 

Adaptive anticipatory action: monitoring and surveillance of changes/oceanography",5,,,,,
1147,GC & RH,UK,CC,MPA's,2,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Changed ocean currents and temperatures and stratification impacts on the dispersal and survival of fish eggs and larvae - impact on fish recruitment and fisheries .

Adaptive anticipatory action: establish MPA's",5,,,,,
1148,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,x,x,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: monitor occurrence and spread of non native species ",4,,,,,
1149,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: fund modelling work focused on the potential spread of non-natives ",5,,,,,
1150,GC & RH,UK,CC,Reductions in other stressors,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: conduct cost/benefit analysis of eradication programmes ",3,,,,,
1151,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: introduce stronger requirements/restrictions on the aquaculture industry to prevent inadvertent introductions/escapes",3,,,,,
1152,GC & RH,UK,CC,Reductions in other stressors,,,,,1,,,,,,N,N,x,,,,x,x,x,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: introduce an eradication/control programme for the most harmful species ",4,,,,,
1153,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,x,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: increased seawater temperature- establishment of non-native species which impact on fisheries. 

Adaptive anticipatory action: introduce stronger ballast water control requirements ",4,,,,,
1154,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: Monitor arrivals of non natives",4,,,,,
1155,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: Fund modelling work focussed on the potential spread on no natives.",5,,,,,
1156,GC & RH,UK,CC,International agreements,,,,,1,,,,,,N,N,x,,,x,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: International surveillance and data sharing ",5,,,,,
1157,GC & RH,UK,CC,Disaster Risk Management ,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: conduct a pre-emptive risk assessment of likely arrivals and consequences",5,,,,,
1158,GC & RH,UK,CC,Reductions in other stressors,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries.

 Adaptive anticipatory action: Introduce eradication schemes and or control programmes for the most harmful species ",5,,,,,
1159,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: Prevent ships from entering the UK waters if they do not meet strict environmental standards",4,,,,,
1160,GC & RH,UK,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: Introduce strong ballast water control requirements or standards for ship design and operation. ",4,,,,,
1161,GC & RH,UK,CC,International agreements,,,,,1,,,,,,N,N,x,,,x,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Melting Arctic Ice causes the risk of establishment of non- native species which impacts on the fisheries. 

Adaptive anticipatory action: Establish new Arctic agreements and access controls.",5,,,,,
1162,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,x,x,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower Ocean PH-indirect food-web impact ""bottom - up"" fisheries. 

Adaptive anticipatory action: Monitor changes in ocean pH and variability around the UK",5,,,,,
1163,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower Ocean PH-indirect food-web impact ""bottom - up"" fisheries. 

Adaptive anticipatory action: support modelling work on possible economic consequences  to quantify the scale of the problem",5,,,,,
1164,GC & RH,UK,CC,Education,,,1,,,,,,,,N,N,x,,,,x,,,,,x,x,,,,,,,x,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower Ocean PH-indirect food-web impact ""bottom - up"" fisheries.

 Adaptive anticipatory action: create an awareness campaign -""is this really a problem?""",3,,,,,
1165,GC & RH,UK,CC,Enforcement ,,,1,,,,,,,,N,N,x,,,,x,,,,,,,,,,x,,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower Ocean PH-indirect food-web impact ""bottom - up"" fisheries. 

Adaptive anticipatory action: set lower exploitation limits/quotas if the suspect stock is vulnerable",5,,,,,
1166,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Climate Change stressor: Lower Ocean PH-indirect food-web impact ""bottom - up"" fisheries.

Adaptive anticipatory action: fund research into multispecies interactions to quantify vulnerability of key species.",5,,,,,
1167,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,x,x,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower pH- impact on yields of commercial shellfisheries 

Adaptive anticipatory action: monitor changes in ocean pH and variability around the UK",4,,,,,
1168,GC & RH,UK,CC,Market diversification,,,1,,,,,,,,Y,N,x,,,,x,x,x,,,x,,,,,,x,x,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower pH- impact on yields of commercial shellfisheries 

Adaptive anticipatory action: encourage diversification in the industry ",5,,,,,
1169,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower pH- impact on yields of commercial shellfisheries 

Adaptive anticipatory action: support modelling work on possible economic consequences to quantify scale of the problem",5,,,,,
1170,GC & RH,UK,CC,Enforcement,,,1,,,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower pH- impact on yields of commercial shellfisheries 

Adaptive anticipatory action: set lower exploitation limits/quotas if suspect the stock is vulnerable ",4,,,,,
1171,GC & RH,UK,CC,Research,,,1,,,,,,,,N,N,x,,,,x,,,,x,,,,,,,,x,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Lower pH- impact on yields of commercial shellfisheries 

Adaptive anticipatory action: fund research into physiology of shellfish and modelling effects",5,,,,,
1172,GC & RH,UK,CC,Research,,,,,1,,,,,,Y,N,x,,,,x,,,,x,,,,,,,,,x,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature impacts on fisheries from changed distribution patterns. 

Adaptive anticipatory action: Socio-economic research to investigate/predict how fishermen will respond to observed changes",4,,,,,
1173,GC & RH,UK,CC,Research,,,,,1,,,,,,N,N,x,,,,x,,,,,,,,,,,x,,,,"Garnacho E and Pinnegar JK, 2013","Climate Change stressor: Increased seawater temperature impacts on fisheries from changed distribution patterns. 

Adaptive anticipatory action: Research into the biology of new species and sustainability of new fisheries ",5,,,,,
